Latitude,Longitude,Number,Road,Locality,Post town,Admin area level 3,Admin area level 2,Admin area level 1,Postcode,Country
54.530015,-0.821591,2,Cliff Brow,Roxby,Saltburn-by-the-Sea,,North Yorkshire,,TS13 5EB,United Kingdom
54.567336,-1.238217,5B,Albert Terrace,Middlesbrough,Middlesbrough,,Middlesbrough,,TS1 3PA,United Kingdom
54.605014,-1.102457,20,The Fleet,Redcar,Redcar,,Redcar and Cleveland,,TS10 5PF,United Kingdom
54.570349,-1.443039,,Unnamed Road,,Stockton-on-Tees,,Darlington,,TS21 1HH,United Kingdom
54.561345,-1.305183,,Westpoint Road,Thornaby,Stockton-on-Tees,,Stockton-on-Tees,,TS17,United Kingdom
54.641151,-1.236233,3,Mellanby Lane,Greatham,Hartlepool,,Hartlepool,,TS25 2HF,United Kingdom
54.57671,-0.978915,33,Marske Mill Lane,Saltburn-by-the-Sea,Saltburn-by-the-Sea,,Redcar and Cleveland,,TS12 1HT,United Kingdom
54.544139,-1.333364,,Eris Road,Stockton-on-Tees,Stockton-on-Tees,,Stockton-on-Tees,,TS18,United Kingdom
54.575363,-1.23423,7,Abingdon Road,Middlesbrough,Middlesbrough,,Middlesbrough,,TS1 2QJ,United Kingdom
54.550693,-1.202582,10,Epping Avenue,Middlesbrough,Middlesbrough,,Middlesbrough,,TS3 7EP,United Kingdom
54.609849,-1.070021,21,Grasmere Road,Redcar,Redcar,,Redcar and Cleveland,,TS10 1JA,United Kingdom
54.704878,-1.241964,19,Honeysuckle Close,Hartlepool,Hartlepool,,Hartlepool,,TS26 0RW,United Kingdom
54.715886,-1.427789,,Salters Lane,Trimdon Grange,Trimdon Station,,County Durham,,TS29 6EP,United Kingdom
54.561523,-1.334668,116-118,Oxbridge Lane,Stockton-on-Tees,Stockton-on-Tees,,Stockton-on-Tees,,TS18 4HW,United Kingdom
54.678341,-1.215269,65,Stockton Road,Hartlepool,Hartlepool,,Hartlepool,,TS25 1TX,United Kingdom
54.59418,-1.034162,18,Blackburn Grove,Marske-by-the-Sea,Redcar,,Redcar and Cleveland,,TS11 6NE,United Kingdom
54.560976,-1.139929,212-214,High Street,Eston,Middlesbrough,,Redcar and Cleveland,,TS6 9JF,United Kingdom
54.616896,-1.088243,61B,York Road,Redcar,Redcar,,Redcar and Cleveland,,TS10 5AJ,United Kingdom
54.548273,-1.244231,22,Lunedale Avenue,Middlesbrough,Middlesbrough,,Middlesbrough,,TS5 7LA,United Kingdom
54.617082,-1.290409,8-14,Deighton Grove,Stockton-on-Tees,Billingham,,Stockton-on-Tees,,TS23 3UD,United Kingdom
54.636456,-1.354485,6,Woodside,Stockton-on-Tees,Billingham,,Stockton-on-Tees,,TS22 5SJ,United Kingdom
54.663327,-1.24129,57,Dalkeith Road,Hartlepool,Hartlepool,,Hartlepool,,TS25 4DJ,United Kingdom
54.561085,-0.982328,104,High Street,Skelton-in-Cleveland,Saltburn-by-the-Sea,,Redcar and Cleveland,,TS12 2EA,United Kingdom
54.612938,-1.311061,27,Aston Road,Stockton-on-Tees,Billingham,,Stockton-on-Tees,,TS22 5DF,United Kingdom
54.483388,-1.390126,,Piersburgh Lane,,Yarm,,North Yorkshire,,TS15 9PH,United Kingdom
54.545882,-1.195002,15,Parkside,Middlesbrough,Middlesbrough,,Middlesbrough,,TS3 0BP,United Kingdom
54.653007,-1.450534,15,The Square Sedgefield,Sedgefield,Stockton-on-Tees,,County Durham,,TS21 2AD,United Kingdom
54.529197,-1.169153,11,York Road,Nunthorpe,Middlesbrough,,Redcar and Cleveland,,TS7 0EU,United Kingdom
54.520938,-1.302808,6,Scarthwood Close,Thornaby,Stockton-on-Tees,,Stockton-on-Tees,,TS17 0UL,United Kingdom
54.571814,-1.298135,16,Campbell Court,Stockton-on-Tees,Stockton-on-Tees,,Stockton-on-Tees,,TS18 2LD,United Kingdom
54.554879,-1.249364,10,Cambridge Road,Middlesbrough,Middlesbrough,,Middlesbrough,,TS5 5NH,United Kingdom
54.561522,-1.14333,27,Winston Drive,,Middlesbrough,,Redcar and Cleveland,,TS6 9LX,United Kingdom
54.61626,-1.071864,22,Kirkleatham Street,Redcar,Redcar,,Redcar and Cleveland,,TS10,United Kingdom
54.586891,-1.337379,84,Ragpath Lane,Stockton-on-Tees,Stockton-on-Tees,,Stockton-on-Tees,,TS19 9AX,United Kingdom
54.520219,-1.175521,1,Crookers Hill Close,Nunthorpe,Middlesbrough,,Middlesbrough,,TS7 0LZ,United Kingdom
54.526363,-1.176479,9,Green Close,Nunthorpe,Middlesbrough,,Middlesbrough,,TS7 0DD,United Kingdom
54.710746,-1.232194,28,King Oswy Drive,Hartlepool,Hartlepool,,Hartlepool,,TS24 9LY,United Kingdom
54.741885,-1.278733,58,Leaholme Terrace,Blackhall Colliery,Hartlepool,,County Durham,,TS27 4AB,United Kingdom
54.575363,-1.23423,7,Abingdon Road,Middlesbrough,Middlesbrough,,Middlesbrough,,TS1 2QJ,United Kingdom
54.448229,-1.156763,61,High Street,Great Broughton,Middlesbrough,,North Yorkshire,,TS9 7EF,United Kingdom
54.557324,-1.220595,18,Belle Vue Grove,Middlesbrough,Middlesbrough,,Middlesbrough,,TS4 2PX,United Kingdom
54.550646,-1.263826,17-21,Pannell Avenue,Middlesbrough,Middlesbrough,,Middlesbrough,,TS5,United Kingdom
